nameCity,nameCountry,latitudeCity,longitudeCity
Trakan Phut Phon,Thailand,15.610054,105.019512
Rancabugel,Indonesia,-6.4092325,106.0375673
Uherský Brod,Czech Republic,49.0225427,17.6411818
Wangwu,China,35.2,112.1666667
Yangsan,South Korea,35.3350072,129.0371689
Ar Rifā‘,Bahrain,26.1226062,50.534262
Cisiih,Indonesia,-6.7654881,106.3011265
Luzhuangzi,China,39.70864,114.830895
Xiyang,China,37.612712,113.707184
Chaiyaphum,Thailand,13.7387938,100.5072582
Pali,Indonesia,-2.982802,119.663002
Mem Martins,Portugal,38.7831391,-9.3478294
Cabano,Canada,47.68065,-68.8781
Rafaela,Argentina,-30.9392897,-61.5429067
Wyszków,Poland,52.5928523,21.458395
Saguiaran,Philippines,8.039166,124.268625
Yanahuaya,Peru,-14.2576342,-69.1692951
Dmanisi,Georgia,41.3298054,44.2073125
Ljig,Serbia,44.2267007,20.2359415
Manaloal,Philippines,14.6419036,121.0120679
Ceres,South Africa,-33.2825097,19.3247866
Żabbar,Malta,35.877092,14.544192
Las Ánimas,Honduras,14.2054868,-86.6069287
Saryshaghan,Kazakhstan,46.119266,73.6086655
Ararat,Armenia,39.8551211,44.6942731
Miyata,Japan,38.5779674,140.8225484
Fenshui,China,42.611806,-71.3329476
Chegang,China,47.349916,130.297964
Huanggang,China,30.453667,114.872199
Nysa,Poland,50.4703083,17.3392829
Kamina,Democratic Republic of the Congo,-8.7368981,24.9872821
Kamenný Přívoz,Czech Republic,49.8618582,14.509899
Altanbulag,Mongolia,50.3100516,106.4966629
Quinta,Portugal,39.5481333,-118.5748667
Colmeal,Portugal,40.3876316,-8.708411
Pueblo Nuevo,Panama,9.0144214,-79.5125662
Hwasun,South Korea,35.0645029,126.9864799
Beibao,China,34.349487,107.997326
Gakem,Nigeria,6.7703871,8.9935558
Shilaoren,China,36.091367,120.494295
Cacaopera,El Salvador,13.7721417,-88.0766404
La Unión,Colombia,1.6562817,-77.1788048
Pereyaslovskaya,Russia,45.8404226,39.023038
Yangcun,China,22.170437,111.791539
Humpolec,Czech Republic,49.1809643,13.5548562
Cabañas,Guatemala,14.87546,-89.756308
El Corpus,Honduras,13.2881184,-87.0336925
Billings,United States,45.78,-108.5
Talakag,Philippines,8.2321816,124.602106
Kushk,Afghanistan,34.95578,62.233212
Yetang,China,24.192468,115.665617
Losari,Indonesia,-5.1463354,119.4106768
Kuala Lumpur,Malaysia,3.1523104,101.7178316
Engenho,Portugal,41.2681051,-8.308171
Narowlya,Belarus,51.8010382,29.4967759
Yushu,China,32.993106,97.008784
Paniówki,Poland,50.2202953,18.7801585
Bilshivtsi,Ukraine,49.1835908,24.7462961
Puerto Nariño,Colombia,-3.7702,-70.38306
Fréjus,France,43.4320181,6.7329389
Masaran,Indonesia,-7.4703872,110.9387418
Weishanzhuang,China,39.63148,116.414675
Gällivare,Sweden,67.1664476,20.6504797
Qingyang,China,35.709077,107.643631
São José do Egito,Brazil,-7.4686612,-37.2746574
Shengli,China,37.510549,118.325556
Augsburg,Germany,48.3920947,10.8553557
Vostryakovo,Russia,55.6613674,37.4429397
Vancouver,United States,45.6585294,-122.4979879
Guyancourt,France,48.7707356,2.0803619
Soeng Sang,Thailand,14.4324917,102.4265952
Aromashevo,Russia,56.86018,68.63754
Pervoural’sk,Russia,56.8858071,59.8921899
Jardia,Portugal,38.6640687,-8.9161487
Church End,United Kingdom,51.598282,-0.198414
Srinjine,Croatia,43.486492,16.5996595
Cortezia,Portugal,38.9021066,-9.4174646
Alta Gracia,Argentina,-34.6104702,-58.5278307
Clervaux,Luxembourg,50.0549693,6.0239884
Amiens,France,49.8905368,2.3081396
Cincinnati,United States,39.1822152,-84.4225186
Mlalo,Tanzania,-4.5802788,38.3508173
Aktogay,Kazakhstan,46.9554271,79.6785264
Verblyany,Ukraine,50.0478165,23.4271937
Padre Burgos,Philippines,10.049147,125.0259763
Mobile,United States,30.69,-88.06
Bourg-en-Bresse,France,46.2501181,5.1140864
Krasnyye Chetai,Russia,55.68871,46.13865
Al Quţayfah,Syria,33.7393667,36.5958947
Dzerzhinskiy,Russia,55.599064,37.9145292
Ostashkov,Russia,57.14667,33.10753
Hāla,Pakistan,25.8056887,68.4065979
Hongyuan,China,32.790891,102.544405
Viçosa do Ceará,Brazil,-3.5670807,-41.0919197
Dom Pedro,Brazil,-4.9843552,-44.4370606
Milwaukee,United States,43.1095503,-88.0411993
Hashimoto,Japan,38.9814589,139.934112
Zarrīn Shahr,Iran,32.4033247,51.3994672
Novi Bečej,Serbia,45.6011009,20.1415393
Lantian,China,34.151624,109.323479
Saint-Leu-la-Forêt,France,49.0301146,2.2509675
Sufang,China,23.0664459,113.1964636
Jatinagara,Indonesia,-6.2307016,106.8827427
Lab,China,31.299299,121.4494622
Jorong,Indonesia,-3.9318403,114.9754175
El Aguacate,Mexico,18.855626,-98.189463
Chaguaramas,Venezuela,9.338241,-66.2575425
Schroeder,Brazil,-26.3749827,-49.0615086
Beibei,China,29.805107,106.395612
Loivos,Portugal,41.6262043,-7.5092352
Faisalābād,Pakistan,31.4727877,72.9967658
Liuliping,China,32.53292,110.983684
Paris 13,France,43.4945737,5.8978018
Dong Liang’erzhuang,China,31.260385,121.59158
Nobeoka,Japan,32.5496232,131.6597893
Bhamdoun,Lebanon,33.8088596,35.6599267
Mirocin,Poland,50.043163,22.555595
Kapiri Mposhi,Zambia,-13.9778684,28.6848112
Bayog,Philippines,7.9582714,123.0531165
Kamionka Strumitowa,Ukraine,50.0994726,24.3454482
Bořitov,Czech Republic,49.4250351,16.5911908
Austin,United States,30.2915328,-97.7688358
Dolna Banya,Bulgaria,42.3106792,23.7647948
Santa Catalina,Philippines,10.103645,123.6419711
Dalar,Armenia,39.9754634,44.5273861
Huaiyuan Chengguanzhen,China,32.968455,117.167673
Dera Murād Jamāli,Pakistan,28.5459092,68.212618
Tegalgunung,Indonesia,-6.9826515,111.431315
Tongkiling,Indonesia,-1.9735657,113.6799766
Waingapu,Indonesia,-9.7386858,120.182022
Cukalat,Albania,40.7295095,19.7859556
Ruixi,China,27.758574,117.062372
Ciechocin,Poland,53.0319419,18.9576575
Erétria,Greece,38.3927202,23.7930669
Daveluyville,Canada,46.20006,-72.13239
Nankou,China,40.23921,116.12895
Medellín,Colombia,6.3833462,-75.5858886
Sukamaju,Indonesia,-6.4185424,106.8502879
Forquilhinha,Brazil,-28.7477963,-49.4745059
Kuangyuan,China,32.435435,105.843357
Solnechnyy,Russia,51.3842543,58.9999439
Maykopskoye,Russia,44.7400375,39.8885098
Metu,Ethiopia,8.2961481,35.5821994
Ban Chalong,Thailand,13.6153077,100.7434078
Mardakyany,Azerbaijan,40.4810579,50.1454455
Xiwang,China,36.947175,117.702372
Wensu,China,41.276688,80.238959
Fryčovice,Czech Republic,49.6629527,18.2269255
Yotala,Bolivia,-19.156561,-65.267799
Júlio de Castilhos,Brazil,-29.2293516,-53.6827015
Dengyue,China,22.0293,107.632598
Kościerzyna,Poland,51.6437127,18.6691683
Baoxia,China,32.707997,110.341615
Mikstat,Poland,51.5320956,17.9737831
Karpushikha,Russia,57.5038558,59.8937563
Corquín,Honduras,14.5686384,-88.8694951
Madoi,China,34.915946,98.209206
Yanglang,China,34.272117,108.084731
Silago,Philippines,10.527572,125.16258
Kapakabisa,Indonesia,-9.7219,119.2998
Ţubarjal,Saudi Arabia,30.515478,38.2216491
Prosperidad,Philippines,14.6640555,120.9712983
Sun Kunda,Gambia,13.38333,-13.85
Sangmélima,Cameroon,2.9372148,11.9861694
Książ Wielkopolski,Poland,52.0609041,17.239347
Kuče,Croatia,45.6539183,16.1813069
Gakem,Nigeria,6.7703871,8.9935558
Zhanghua,China,37.029718,116.328206
Mieścisko,Poland,52.7441662,17.3278637
Puncaksempur,Indonesia,-7.040572,106.8448686
Xushuguan,China,31.1429853,121.4228893
Gudurica,Serbia,45.1652963,21.4487053
Viçosa,Brazil,-5.98978,-37.9466737
Idah,Nigeria,7.1138119,6.7440467
Wedoro,Indonesia,-7.348395,112.7494759
Sinjhoro,Pakistan,26.0411298,68.9203839
Bayabas,Philippines,8.9800511,126.2545687
Belén de Escobar,Argentina,-34.3306245,-58.7896017
Ravne na Koroškem,Slovenia,46.5448323,14.9660445
Rezh,Russia,57.3665832,61.4221758
Laoxingchang,China,31.3011339,121.4741381
Veracruz,Honduras,14.8925962,-88.7812586
Berovo,Macedonia,41.7007903,22.8587428
Kisai,Japan,36.1008689,139.5772452
Klwów,Poland,51.5344639,20.6364509
Gaojialing,China,29.164409,116.78956
Fort Lauderdale,United States,26.0576497,-80.3101684
Täby,Sweden,59.4304876,18.0591041
Yushan,China,28.682309,118.244769
Charqueadas,Brazil,-29.9629768,-51.629387
Mechrá Belqsiri,Morocco,34.5739933,-5.9515399
Shambu,Ethiopia,9.5646371,37.0990498
Bandar-e Ganāveh,Iran,29.5692083,50.5239096
Chyňava,Czech Republic,50.0385516,14.0470364
Chernukha,Russia,55.6027928,43.763221
Lundazi,Zambia,-12.2848978,33.1745097
Litian,China,25.60162,103.817356
Saubara,Brazil,-12.7732,-38.7891606
Ayabaca,Peru,-4.6389001,-79.7147196
Kantharalak,Thailand,14.6066438,104.705431
Kashiwazaki,Japan,37.7816743,140.9664638
Lanxi,China,29.208918,119.460526
Puutuga,Indonesia,-8.8056791,121.7252457
Calzada Larga,Panama,9.1742107,-79.5687728
Xudat,Azerbaijan,41.6252602,48.6763991
Nanping,China,26.641774,118.17771
Zhenlai,China,45.847435,123.1998901
Soutelo,Portugal,41.5237953,-8.7261408
Huanshan,China,29.714699,118.337521
Xipingle,China,38.263746,114.644894
Cai Doi Vam,Vietnam,8.8732234,104.8162784
Fargo,United States,46.8843099,-96.7847834
Siguqiao,China,28.743812,118.272674
Kurlovo,Russia,55.4563422,40.6134152
‘Aqrah,Iraq,36.7411205,43.8808488
Krajan,Indonesia,-7.5450262,111.6556388
Dongle,China,30.736899,84.520832
Łapczyca,Poland,49.9513027,20.3412605
Los Andes,Chile,-32.8337995,-70.5972179
San Pedro Apartado,Philippines,15.8352583,120.5648017
Nowa Sarzyna,Poland,50.3235719,22.3273146
Ballinteer,Ireland,53.2767301,-6.2554371
Qal‘ah-ye Fārsī,Afghanistan,33.78529,63.24735
Qinjiang,China,27.775323,108.796556
Honglu,China,35.293048,112.390857
Kharabali,Russia,47.4060859,47.254337
Cuozhou,China,35.950418,101.925248
Casma,Peru,-9.4718308,-78.3006626
Quimper,France,47.9962116,-4.1020654
Tân An,Vietnam,10.5330098,106.4052541
Masebewa,Indonesia,-8.729881,122.0212337
Rabak,Sudan,13.1795278,32.7520139
Shuiquan,China,35.640089,103.766427
Bancal,Philippines,15.3098003,119.9994908
Parakanhonje Wetan,Indonesia,-7.2801,108.1944
Springfield,United States,39.7975767,-89.6551671
Gryaznovskoye,Russia,56.7829665,61.7005127
Mashava,Zimbabwe,-20.0511394,30.5106372
Świebodzice,Poland,50.8822214,16.3195565
San Isidro,Philippines,9.939624,126.065213
Amboasary,Madagascar,-24.333333,45.95
Caieiras,Brazil,-23.3711864,-46.7575221
Church End,United Kingdom,51.598282,-0.198414
Gōtsuchō,Japan,35.0133672,132.2241106
San Rafael Abajo,Costa Rica,9.891058,-84.081696
Lumatil,Philippines,5.8734472,124.8979544
Poconé,Brazil,-16.2664706,-56.6265989
Dongting,China,28.8876615,112.5841075
Carvalhinho,Portugal,38.651124,-8.971304
Metchosin,Canada,48.382005,-123.53785
Sambilawang,Indonesia,-7.9822189,111.4782661
Kota Ternate,Indonesia,0.7710308,127.3695176
Kluki,Poland,51.341376,19.23964
Shuangtang,China,29.4099289,120.1289162
Munggang,Indonesia,-6.7837708,107.8569988
Bragança,Brazil,-1.0616193,-46.7830109
Aravissós,Greece,40.8437383,22.2997708
Penha Longa,Portugal,41.1082303,-8.1579962
Futian,China,22.521523,114.055023
Ágios Stéfanos,Greece,39.7538282,19.641646
Hengfeng,China,28.407117,117.596452
Kalapagenep,Indonesia,-7.7955645,108.291137
Angelochóri,Greece,40.4970602,22.8338979
Yunfu,China,22.915094,112.044491
Hastings,New Zealand,-39.6241126,176.8270545
Stepanovićevo,Serbia,45.4141891,19.6990997
Quinipot,Philippines,7.18028,122.22028
Karlstad,Sweden,59.379366,13.503977
Magang,China,31.830035,115.388966
Bogor,Indonesia,-6.5971469,106.8060388
Shaxi,China,26.312444,99.850365
Xinfeng,China,25.386379,114.922922
Rubik,Albania,41.7683491,19.7859556
Lodhrān,Pakistan,29.531734,71.6445305
Khovaling,Tajikistan,38.5056596,70.1455805
Ar Rawḑah,Yemen,14.4670027,47.2752844
Mullsjö,Sweden,57.9250754,13.8832143
Onzaga,Colombia,6.343847,-72.814792
Kuma,Indonesia,-6.155077,106.817744
Leuweheq,Indonesia,-8.2284,123.7414
Mayqayyng,Kazakhstan,51.1334208,71.4655758
Nunchía,Colombia,5.4942923,-72.0942187
Huangjiazhai,China,28.988133,110.206177
A’ershan,China,47.17744,119.943575
Montpellier,France,47.3752386,-0.8453268
Lelystad,Netherlands,52.5077777,5.4757709
Suren,Indonesia,-7.7533886,109.8975853
Yegor’yevsk,Russia,55.3851413,39.0323223
Shiren,China,28.6517036,117.9041296
Al Mukallā,Yemen,14.5404328,49.127197
Balun,Indonesia,-7.1467435,111.5796218
Sruki,Indonesia,-6.8073,111.8104
Paitan Este,Philippines,16.08532,120.03164
Tagta,Turkmenistan,41.65041,59.9164
Cầu Gồ,Vietnam,21.4761084,106.12575
San Juan de Limay,Nicaragua,13.1777422,-86.6132317
Gala,China,55.612118,-2.7795629
Satovcha,Bulgaria,41.5565343,24.0428542
Preserje pri Radomljah,Slovenia,46.1679323,14.5945759
Staten Island,United States,40.5944059,-74.0711359
Gurgurnica,Macedonia,41.8434818,21.1051021
Shchelkovo,Russia,55.9240189,38.0011402
Albacete,Spain,38.5928606,-2.5498208
Citampian,Indonesia,-7.1715356,106.7494367
Itaquaquecetuba,Brazil,-23.4849456,-46.3494828
Jiang’an,China,30.600064,114.309091
Guanli,China,37.186035,120.701061
Jiquilillo,Nicaragua,12.7335527,-87.4424369
Byera Village,Saint Vincent and the Grenadines,13.2570942,-61.125756
Fradelos,Portugal,41.5047902,-8.4776032
El Calvario,Mexico,19.6031486,-99.0550357
Shijak,Albania,41.3458989,19.5657349
Maochen,China,30.859012,113.979421
Zhu’ao,China,36.320344,113.536047
Södertälje,Sweden,59.1866631,17.622548
San Isidro,Argentina,-34.6821989,-58.3298681
Alhos Vedros,Portugal,38.6559826,-9.0096184
Vanadzor,Armenia,40.807399,44.4970268
Strašice,Czech Republic,49.735524,13.7575556
Kittilä,Finland,67.6955232,24.8590222
Gaoping,China,35.797997,112.92392
Kabir,Indonesia,-8.2481387,124.2227061
Paris 14,France,43.4945737,5.8978018
Bileća,Bosnia and Herzegovina,42.8756616,18.4292187
Jacksonville,United States,30.2102306,-81.7458845
Pappádos,Greece,39.0390133,26.4565448
Longsheng,China,25.797931,110.011238
Hefu,China,31.820591,117.227219
Alcoy,Philippines,14.651459,121.0380826
Merke,Kazakhstan,42.8718884,73.1963111
Hebian,China,26.87365,115.102495
Szeged,Hungary,47.4936583,21.66245
Idenao,Cameroon,4.2100095,8.9901033
Xiadong,China,26.770007,113.535405
Martinópolis,Brazil,-22.1468812,-51.1376317
Miami,United States,25.728011,-80.2454223
Baliuag,Philippines,14.955476,120.8868617
Titay,Philippines,7.871544,122.550568
Shuanghe,China,44.840524,82.353656
Kými,Greece,38.636131,24.1027745
Sitovo,Bulgaria,43.5687705,27.8342003
Gesing,Indonesia,-8.3004413,115.0881146
Horad Rechytsa,Belarus,52.36389,30.39472
Meipu,China,45.7718709,126.6701902
Bayḩān,Yemen,14.7976183,45.7189412
Karangpete,Indonesia,-7.324188,110.509841
Floda,Sweden,57.8163425,12.3873642
Pendiqing,China,39.94191,112.00383
Marang,Indonesia,-2.0978271,113.7989815
Gongming,China,24.2696,116.116009
Santa Cecília,Brazil,-26.9655922,-50.4178973
El Ángel,Ecuador,0.6183138,-77.9424531
Novovoronezh,Russia,51.3531567,39.3015305
Marina,Croatia,43.5141037,16.1076867
Buchach,Ukraine,49.064831,25.3817159
Ganyan,China,29.275625,110.790339
Bol,Chad,13.470554,14.707735
Simpangpasir,Indonesia,-0.5732343,117.1323579
Gaoshan,China,26.682871,100.109307
Salzburg,Austria,47.7728849,12.9695096
Jeonju,South Korea,35.8242238,127.1479532
Luchegorsk,Russia,46.4457008,134.3078003
Głubczyce,Poland,50.20027,17.8287
Zhongling,China,28.435584,116.483259
Oepula,Indonesia,-9.7464338,124.4309165
Milano,Italy,45.4476447,9.1855974
Guojiaba,China,30.674124,111.172529
Zhongshanmen,China,22.517585,113.39277
Bornu Yassu,Nigeria,12.2711071,12.5807242
Tarascon,France,44.1640152,3.8481099
Sacramento,United States,38.58,-121.49
Visaginas,Lithuania,55.5945618,26.4507193
Monte da Chaminé,Portugal,38.4480999,-7.5655702
Gennevilliers,France,48.9194633,2.2987001
Longtanhe,China,29.235797,111.083598
Santa Cruz das Flores,Portugal,39.4582827,-31.1338071
Binucayan,Philippines,8.164085,125.8131123
Nyuksenitsa,Russia,60.4136423,44.2412709
Liqi,China,24.385642,102.554313
Medianeira,Brazil,-25.2952784,-54.0932225
Jaguaruana,Brazil,-4.8371532,-37.7662816
Indaial,Brazil,-27.0032601,-49.2435998
Cachoeirinha,Brazil,-6.0768719,-47.8032284
Krajan Tambakrejo,Indonesia,-7.643739,110.284601
Norsborg,Sweden,59.2552832,17.847373
Río Blanquito,Honduras,15.7309288,-87.8991514
Badung,Indonesia,-8.5819296,115.1770586
Lyubeshiv,Ukraine,51.7550673,25.498235
